date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id
7/18/2019 21:18,0,1,25,@SwiggyCares What do u mean DM ?,0,FALSE,knitish1950,19,"2,214,340,836"
7/18/2019 21:16,0,1,11,@SwiggyCares Few days back I have ordered the food see what I received...,0,FALSE,Rahul07830053,20,"1,100,700,000,000,000,000"
7/18/2019 21:13,0,68,201,@SwiggyCares your team sucks. Seriously highly unprofessional guy got assigned to us at 2 am. Didn't pick any calls. Your excellent support system useless. Get real people aside from chatbots. This is not the first time this problem has occurred with this,0,FALSE,Faisalzia181,21,"1,010,810,000,000,000,000"
7/18/2019 21:13,0,139,221,@SwiggyCares And it continues. https://t.co/ZUBeTjnqa0,0,FALSE,Ansh_06,22,"2,165,930,502"
7/18/2019 21:10,0,1,25,@swiggy_in they called me bagger what a genuine customer care u hiring https://t.co/XIfdCPaOF1,0,FALSE,knitish1950,23,"2,214,340,836"
7/18/2019 21:07,0,139,221,@SwiggyCares And your customer care is equally clueless. https://t.co/CFXoUP0sbq,0,FALSE,Ansh_06,24,"2,165,930,502"
7/18/2019 21:07,0,92,212,@SwiggyCares Tried but no response,0,FALSE,khalilaceed,25,"778,972,000,000,000,000"
7/18/2019 21:06,0,139,221,@SwiggyCares Your App says the Delivery guy has reached the restaurant but he is going somewhere else. https://t.co/e4FENeLAij,0,FALSE,Ansh_06,26,"2,165,930,502"
7/18/2019 21:05,0,139,221,@SwiggyCares 45 minutes and the restaurant has not confirmed the order.,0,FALSE,Ansh_06,27,"2,165,930,502"
7/18/2019 21:03,0,92,212,"@SwiggyCares happy to have given up on you at last. Post multiple complaints n tussle tried being with u but honestly u all need to go a long way. Best of luck till then ll push myself out to the nearest restaurant.
 A big zero to ur customer services.
 Zer",0,FALSE,khalilaceed,28,"778,972,000,000,000,000"
7/18/2019 21:00,0,5,20,@SwiggyCares It has been more than a month I have not order any food from Swiggy because your rate of food differ from offline restaurant why.. #cheaters,0,FALSE,manish5oct1991,29,"2,492,662,848"
7/18/2019 20:58,0,5,20,"@SHIVNANDAN30 @ZomatoIN @swiggy_in Correct, kindly see the pic I uploaded.. as per you cus care helped me alot.. #Responseisndeadaswall https://t.co/2OdWfL6rx0",0,FALSE,manish5oct1991,30,"2,492,662,848"
7/18/2019 20:53,0,3,153,@swiggy_in What service are you giving to your customers u have also started cheating your customers. Pathetic service day by day. your help never helps instead dissatisfied everyone. No response to your customers. Do u just believe in only profit not yo,0,FALSE,S4shukla_ji,31,"326,005,915"
7/18/2019 20:52,0,68,201,"@swiggy_in I ordered my food an hour ago. It still shows food being prepared and the guy's phone is busy!!
 
 What the hell. 
 
 Kindly respond! Why don't u invest in better people?",0,FALSE,Faisalzia181,32,"1,010,810,000,000,000,000"
7/18/2019 20:50,0,1,11,@SwiggyCares worst and bad faad delivered by awiggy..Thus is chole and I roti is so tight that animals will also not eate... https://t.co/6fdSdHV5kp,0,FALSE,Rahul07830053,33,"1,100,700,000,000,000,000"
7/18/2019 20:48,0,1,11,@SwiggyCares worst and bad faad delivered by awiggy..Thus is chole and I roti is so tight that animals will also not eate... https://t.co/hjupyR6tNf,0,FALSE,Rahul07830053,34,"1,100,700,000,000,000,000"
7/18/2019 20:48,0,36,78,@SwiggyCares LOL!! BOT atleast read once what I wrote.,0,FALSE,igsrajawat,35,"2,730,976,134"
7/18/2019 20:43,0,1,20,"@SwiggyCares Thank you, I have shared a concern there, would be great if you could address it",0,FALSE,SnehithPereira,36,"842,269,000,000,000,000"
7/18/2019 20:37,0,92,212,@SwiggyCares Did that but you never respond.,0,FALSE,khalilaceed,37,"778,972,000,000,000,000"
7/18/2019 20:30,0,71,375,"@SwiggyCares Yes, DMed you my contact. But now this seems to be 
 @jagograhakjago
  matter. As you people are just creating a monopoly and serve customers with items which can cause serious fatal injuries if eaten and later don't even care to address their",0,FALSE,ashwanishukla3,38,"382,184,978"
7/18/2019 20:26,0,11,188,@SwiggyCares I have already shared everything but didn't see anything. Such a careless service provider. Swiggy is known as waste of time and money,0,FALSE,JRPalai,39,"435,769,930"
7/18/2019 20:25,0,92,212,@SwiggyCares The add on joke https://t.co/uFpLmC9d4u,0,FALSE,khalilaceed,40,"778,972,000,000,000,000"
7/18/2019 20:23,0,11,188,@SwiggyCares I have already shared with you but still you didn't see. What a careless service provider,1,FALSE,JRPalai,41,"435,769,930"
7/18/2019 20:22,0,11,188,@SwiggyCares I have already shared with you,0,FALSE,JRPalai,42,"435,769,930"
7/18/2019 20:21,0,92,212,"@swiggy_in @WeAreSwiggy @SwiggyCares a basket full of jokes.
 
 Restaurant is closed and yet order processed. Delivery guy waiting at doorstep n the other person on call tells me to order after 5 hrs bcoz my money ll be refunded after that time so basically",0,FALSE,khalilaceed,43,"778,972,000,000,000,000"
7/18/2019 20:19,0,1,20,"@SwiggyCares Okay, so let me get started. I placed an order that got picked by the executive and then he apparently cancelled it on his side, another 2 executives got assigned. They reached the restaurant and they refused to give the order. I chat with re",0,FALSE,SnehithPereira,44,"842,269,000,000,000,000"
7/18/2019 20:18,0,71,375,@swiggy_in @SwiggyCares @jagograhakjago This order was made and a broken glass piece was found in the order item. We complaint regarding this to customer care and said they will take action and mail me too within 24-48 hrs. But still no action after 4 day,0,FALSE,ashwanishukla3,45,"382,184,978"
7/18/2019 20:16,0,11,188,"@SwiggyCares I will share it everywhere such as twitter, Facebook, WhatsApp and all of the social networking sites until I get a call from you",0,FALSE,JRPalai,46,"435,769,930"
7/18/2019 20:16,0,19,16,My last tweet was deleted by swiggy!! Niken disconnected my chat.. poor support @swiggy_in @SwiggyCares swiggy don't care https://t.co/46ZF9x0krB,0,FALSE,AlShadabkhan,47,"859,296,000,000,000,000"
7/18/2019 20:15,0,1,20,"@SwiggyCares Better still, go through the chat history for order Id 46552350742",0,FALSE,SnehithPereira,48,"842,269,000,000,000,000"
7/18/2019 20:15,0,1,31,@thevirdas @swiggy_in @thevirdas thank you for opening a swift action consumer court !,0,FALSE,SumaDoc,49,"1,146,980,000,000,000,000"
7/18/2019 20:14,0,11,188,@SwiggyCares I will share everywhere,0,FALSE,JRPalai,50,"435,769,930"
7/18/2019 20:14,0,11,188,@SwiggyCares I'll be twitting you continuously until I get a call from you,0,FALSE,JRPalai,51,"435,769,930"
7/18/2019 20:13,0,11,188,@SwiggyCares Swiggy is one of the fraudulent company.,0,FALSE,JRPalai,52,"435,769,930"
7/18/2019 20:12,0,11,188,@SwiggyCares It's useless to talk with you. It's only wastage of time to talk you. You cannot do anything. I have already given you all the details but still I didn't get any resolution or any call from you,0,FALSE,JRPalai,53,"435,769,930"
7/18/2019 20:07,0,1,20,@SwiggyCares I cant believe that I need to use a Twitter handle to get your attention. Worst customer support experience ongoing at the moment,0,FALSE,SnehithPereira,54,"842,269,000,000,000,000"
7/18/2019 20:05,0,16,179,@vagvala_kittu @swiggy_in WhaaaaaaaaaaaaÃ aaaaa,0,FALSE,gsushma97,55,"425,675,815"
7/18/2019 20:02,0,1,1,"@swiggy_in 
 Placed an order 4h back, the customer support asked me to contact restaurant on my own and sort it out.
  
 What is your business model again ?
 Cancel the order and let me die in peace. Thanks
 
 #lostallmygoodwill https://t.co/45c8LsPnyR",0,FALSE,Ujjwal72243657,56,"1,146,420,000,000,000,000"
7/18/2019 19:54,0,16,35,"@swiggy_in This is hectic 
 
 What's is happening to swiggy nowadays very poor experience ... Received different order ... Very bad customer experience ...no resolution ... Waste have to sleep with empty stomach ...
 
 Waiting for the sunrise to eat something",0,FALSE,zuhaibhussaink3,57,"3,478,754,592"
7/18/2019 19:49,0,11,14,"@agankit1998 @ZomatoIN @swiggy_in well, wait and watch :P you'll regret soon",0,FALSE,francis8jan,58,"117,481,406"
7/18/2019 19:44,0,11,14,"@swiggy_in Order #46550309149
 This was my recent order and yet again was delivered wrong item from the menu. AGAIN. When I contacted Support, I received the worse customer service ever.",0,FALSE,francis8jan,59,"117,481,406"
7/18/2019 19:43,0,147,260,"There was know reply at all from u 
 I got loss because of ur mistake @swiggy_in @SwiggyCares",0,FALSE,msdianssmbfan,60,"2,913,294,318"
7/18/2019 19:42,0,147,260,"@swiggy_in @SwiggyCares 
 U know Ur the worst service providers ever u don't even care about once u deliver food yesterday I ordered melting pot from frozen bottel I received rocher ferrero I was complaining this for u since I received the order n asking f",0,FALSE,msdianssmbfan,61,"2,913,294,318"
7/18/2019 19:41,0,206,648,"@SwiggyCares there's something really wrong with your deliveries these days. I've had multiple spillages, packaging issues or the contents being spoilt by delivery agents and then being forced to ask for a replacement or a refund.",0,FALSE,TonyBenoy,62,"1,289,134,980"
7/18/2019 19:39,0,153,687,@SwiggyCares 6281529650 registered number,0,FALSE,shashank_agrwl,63,"115,693,286"
7/18/2019 19:36,0,28,121,@thevirdas @swiggy_in Coincidence? I think not. https://t.co/wmGeRrdPbF,0,FALSE,MrAtankit,64,"98,328,206"
7/18/2019 19:34,0,153,687,"@swiggy_in didn't knew ur executives living in future , even before delivery they will mark as delivered. What an answer by ur chat support https://t.co/ePEQ9xDuXo",0,FALSE,shashank_agrwl,65,"115,693,286"
7/18/2019 19:33,0,36,78,"@SwiggyCares You guys promote user to send Direct message I did same, instead of posting this bug public I ask for help in DM but guess what, No one cares to help there.",0,FALSE,igsrajawat,66,"2,730,976,134"
7/18/2019 19:30,0,36,78,@SwiggyCares How I'm suppose to order that when I was not sure that food I'm going to order is actually Veg or Non-Veg. waited for reply from you guys finally Ordered from @ZomatoIN because of @SwiggyCares poor service.,0,FALSE,igsrajawat,67,"2,730,976,134"
7/18/2019 19:30,0,32,57,"@saimas89 @OctaneTwisted @thevirdas @swiggy_in @ZomatoIN Strongly agreed with you @ZomatoIN are total crook , today when I ordered the guy didn't even showed up at my home &amp; told me you didn't picked up my call so it got cancelled like seriously ..!",0,FALSE,PallavSays,68,"3,127,414,275"
7/18/2019 19:28,0,206,220,@swiggy_in @SwiggyCares your app interface and payment gateways are an absolute shit show. What a joke.,0,FALSE,JoyeeTweets,69,"1,002,810,000,000,000,000"
7/18/2019 19:28,0,6,8,@SwiggyCares @swiggy_in @harshamjty indeed need to accept it your service in terms of delivery is an absolute wonder this guy I think Mr Venkatesh delivered the order is such a beautiful due to rain he was a lil late but kept informing me Kudos to this ma,0,FALSE,aparichit90,70,"846,655,000,000,000,000"
7/18/2019 19:27,0,11,188,@SwiggyCares swiggy is one of the world's worst food delivery service provuder. It never deliver the food on the given time. The delivery boy always makes too much late to deliver the even he doesn't come to given address.,0,FALSE,JRPalai,71,"435,769,930"
7/18/2019 19:22,0,14,31,"@SwiggyCares Hi dm'd , neither did I receive any refund or response, would really appreciate if you look into it, thanks",0,FALSE,priyankaboppana,72,"133,775,361"
7/18/2019 19:20,0,50,213,@Zomato @swiggy_in I think it will be better if u turn off cash on delivery option. Coz cod payment and the problem of exact change may lead to so much difficulty for the delivery boy. Their job is to deliver the parcel not to get change rupees. Think n,0,FALSE,Niharpanda_91,73,"133,698,797"
7/18/2019 19:16,0,66,39,"@Zomato I spoke to delivery boy thrice but Delivery boy refused to come upstairs to handover the sweets and you have deducted 2120 from my account? Anyways, sweets are made to stock items is not it? Why I am penalized? @swiggy_in - Do you also follow this",0,FALSE,Vikasrander,74,"113,296,702"
7/18/2019 19:12,0,234,205,@PrasadGk7 @Zomato @swiggy_in Same here.... swiggy shud bring it back,0,FALSE,being_adhiraj,75,"2,893,822,760"
7/18/2019 19:09,0,621,234,@sid0074u @swiggy_in @WeAreSwiggy @SwiggyCares ... Iâ€™ve been telling you for months now ... you need a well curated community driven rating system like @Zomato and @Grubhub ... youâ€™ve outgrown your original social responsibility from startup stage in,0,FALSE,shamasis,76,"30,067,019"
7/18/2019 19:06,0,4,23,@SwiggyCares #SwiggyNeverCares #IQuitSwiggy good bye Swiggy. I can't stay where there is no ethics! https://t.co/DUPQn1AYOs,0,FALSE,ve2go,77,"802,567,000,000,000,000"
7/18/2019 19:06,1,53,32,Case of ignoring customer experience when it comes to spilling of food by @SwiggyCares at the time of delivery I asked swiggy delivery boy to take this back but he denied as he claimed that we get paid for delivering only and can take this back. All 3 items were spoilt. REFUND https://t.co/IgDGK2J1K3,0,FALSE,RoopakGuptaa,78,"1,039,108,260"
7/18/2019 19:06,0,36,78,"Excellent support by swiggy
 @SwiggyCares https://t.co/NOS6McC7uQ",0,FALSE,igsrajawat,79,"2,730,976,134"
7/18/2019 19:03,0,105,169,@SwiggyCares Have mentioned the time earlier as well !! But it seems Swiggy just doesnâ€™t care . Who calls people at midnight may I ask ? https://t.co/BxOMhCrOW1,0,FALSE,chicklaet,80,"53,300,982"
7/18/2019 19:02,0,1,38,@swiggy_in ðŸš¿ðŸ¤±Guess mine?!,0,FALSE,SbitchSteve,81,"1,151,140,000,000,000,000"
7/18/2019 18:59,0,102,751,"@swiggy_in what a disappointed you guys are , 
 I ordered icecream an hour ago and when it arrived.. all i had was a bag full of liquid !! 
 My icecreams were melting... All i was able to se was sticks !! And when i asked for refund, you guys refused it !!",0,FALSE,surajpanday95,82,"375,679,263"
7/18/2019 18:52,0,23,16,@SwiggyCares @swiggy_in @SwiggyCares In that case I suppose I'll have to drag your escalation team in this and follow a legal suit as I was going to in a first place. It was a mistake to reach out to you guys even I suppose. Here I thought maybe the socia,0,FALSE,wolfx_udit,83,"2,333,723,215"
7/18/2019 18:51,1,115,348,@thevirdas @swiggy_in Same happened with me. Both Zomato and Swiggy suck. I stopped ordering online. There servers suck and they once refunded my money after 17 days.,0,FALSE,RajenRuparelia,84,"1,331,734,723"
7/18/2019 18:51,0,23,16,@SwiggyCares @swiggy_in @SwiggyCares Going forward.. What the fuck is this supposed to mean huh.? This is what your resolution is.? What about your fucking assurances of assisting me &amp; all.? So I'm taking those were a bunch of your lies as well. Just,0,FALSE,wolfx_udit,85,"2,333,723,215"
7/18/2019 18:51,0,54,275,@Sid1_Sarkar How did @SwiggyCares responded for the tweet without tagging,0,FALSE,Abeeviru18,86,"895,490,000,000,000,000"
7/18/2019 18:43,0,697,940,"@swiggy_in You should add option to rate recent deliveries. Also, some riders are really amazing, Pls include option in app for us to tip.",0,FALSE,SimarKehnda,87,"4,506,749,394"
7/18/2019 18:42,0,1699,47,@SwiggyCares Please let me know,0,FALSE,ItsARipper,88,"72,781,930"
7/18/2019 18:40,0,82,219,@SwiggyCares @ketanP088 @rollsmania @swiggy_in We r in the game now ... Come on let's do it ...,0,FALSE,syamantak1,89,"61,959,419"
7/18/2019 18:39,2,14,55,Hi @SwiggyCares and @swiggy_in you said me you will look into the issue . Your delivery partner number MH28 U 8077 I didnâ€™t hear from the morning. I am looking for your help https://t.co/YCDNNibuGu,0,FALSE,ShridharBhande,90,"925,639,000,000,000,000"
7/18/2019 18:38,0,0,6,@SwiggyCares No hope.. This is not first time.. This is not a big deal weather m staying with Swiggy or not but my alarming advice to you people.. Please limit your affiliations and maintain the quality...,0,FALSE,Sharad86860674,91,"1,080,010,000,000,000,000"
7/18/2019 18:38,0,82,219,"@SwiggyCares @ketanP088 @rollsmania @swiggy_in Well thank you ... Can u tell me the percentage in last 3 days ... without saying ""sorry we can't do anything"" ... ""Please accept our apology ... And this will not be repeated""... Tell me really .. what's the",0,FALSE,syamantak1,92,"61,959,419"
7/18/2019 18:37,0,105,169,@SwiggyCares Pls donot call at midnight !!! Whatâ€™s wrong with you guys !!!,0,FALSE,chicklaet,93,"53,300,982"
7/18/2019 18:36,0,47,15,@SwiggyCares 08046866010 this what i get frm my order today...bite already taken from it....i wanna thank you for atleast delivering. https://t.co/CMRjAkzept,0,FALSE,EasyBuckzz,94,"53,705,285"
7/18/2019 18:36,0,1170,2973,@SwiggyCares Your responses are starting to sound hilarious (with increasing levels of trauma in each of them). Your team should really take a re-look at your templated replies.,0,FALSE,neerajhirani,95,"76,895,457"
7/18/2019 18:35,0,26,59,@swiggy_in @homely thanks for bringing in the dahi chicken today. Maa ki yaad aa gayi. Awesome food,0,FALSE,elvismartis,96,"121,022,246"
7/18/2019 18:34,0,814,3204,@SwiggyCares made an order at 10:52pm and it got delivered to someone else. Tried help option and they said it will be delivered again but I havenâ€™t received any call and the order hasnâ€™t been picked. Tried where is my order in help. Been more than 15,0,FALSE,Ash0080Singh,97,"740,889,000,000,000,000"
7/18/2019 18:34,0,7,110,@PJkanojia Ok. @swiggy_in https://t.co/vZKyR0vbDh,0,FALSE,1783Satish,98,"970,929,000,000,000,000"
7/18/2019 18:34,0,213,275,@babagolmaal @swiggy @SwiggyCares @UfterYou @ActivistOnjob @RDCBob1 @meTheRealPRINCE @ms_decoded @bhonpu_news @newproblem @tejaschogale As per the internal info. @swiggy_in has given instructions to delivery boy and restaurents not to provide bill to cust,1,FALSE,imayank_kothari,99,"2,623,291,070"
7/18/2019 18:33,2,328,611,"@ZomatoIN @Zomato @swiggy_in hope you guys have team activities which instill a little bit of confidence, enthusiasm, affiliation within them. 
 :)",0,FALSE,yashbothraa,100,"2,992,047,429"
7/18/2019 18:32,0,282,749,"I need a call within 24 hrs from u or the hotel with a apology mail, since its abt #food Its serious n not a joke. What if I had fallen sick or food poisoned? @swiggy_in @fssaiindia @ceo_fssai So many ppl order in #Bangalore #fooddelivery https://t.co/qoJRbdNbp4",0,FALSE,sid0074u,101,"35,711,948"
7/18/2019 18:31,2,328,611,"A humble request to everyone, please talk politely to @ZomatoIN @swiggy_in delivery guys. These guys work tirelessly, to keep us well fed. At odd hours as well. Ask them if they need water. Tip them if you can afford to. Pass a smile off. It might make his/her day!",0,FALSE,yashbothraa,102,"2,992,047,429"
7/18/2019 18:29,0,0,0,@SwiggyCares @SwiggyCares I have msg you in DM. Please check.,0,FALSE,Yash78600509,103,"1,132,530,000,000,000,000"
7/18/2019 18:27,0,82,219,@SwiggyCares I said ... No automated responses...ðŸ˜,0,FALSE,syamantak1,104,"61,959,419"
7/18/2019 18:26,0,44,74,@balaka_61 @JWMarriott @ITCHotels @Hyatt @HyattRegencyDel @sagarratnaCA @pindballuchiind @Zomato @swiggy_in @UberEats @RajnigandhaPM @LemonTreeHotels @oyorooms @IRCTCofficial We have various support and sponsorship options available. Please Write to Us. h,0,FALSE,indrajit280981,105,"841,870,000,000,000,000"
7/18/2019 18:26,0,1,299,@thevirdas @swiggy_in Chutiya khaich diya ðŸ˜¢ðŸ˜‚ðŸ˜‚ðŸ˜‚ bht bdiya lukkhe,0,FALSE,Rohan85125817,106,"975,789,000,000,000,000"
7/18/2019 18:26,0,60,258,@SwiggyCares @thevirdas No need of Tha you will doing all time chutiyapa,0,FALSE,yvermaa,107,"4,683,314,658"
7/18/2019 18:25,0,24,226,@swiggy_in Why don't you have presence in Assam....,0,FALSE,washfi_38,108,"233,952,450"
7/18/2019 18:25,0,215,381,@SwiggyCares No reply in DM.. that's why you wanted to go to DM so that you ppl can ignore it .,0,FALSE,DrChauhanKS,109,"116,243,437"
7/18/2019 18:24,0,1699,47,@SwiggyCares Ordered Naturals icecream. Gave the wrong address by mistake. Cancelled the order. But have been charged 50% for food wastage. The icecream tub was returnable. Shouldn't have been charged. Please help me with this.,0,FALSE,ItsARipper,110,"72,781,930"
7/18/2019 18:22,0,0,6,@SwiggyCares @swiggy_in @swiggy_in kaisa rhega aj main bolu ki 25/- le lijiye aur ap ye rotiyan khaiye dinner me,0,FALSE,Sharad86860674,111,"1,080,010,000,000,000,000"
7/18/2019 18:20,0,32,287,@SwiggyCares I'm Sorry I didn't ordered on Swiggy it was @UberEats they suck you are good.,0,FALSE,sexcessfulguy,112,"833,336,000,000,000,000"
7/18/2019 18:20,0,1699,47,"@swiggy_in hello, issue with an order. Can you help?",0,FALSE,ItsARipper,113,"72,781,930"
7/18/2019 18:19,0,72,70,"@SwiggyCares @SwiggyCares Need assistance ASAP. Birthday cake order cancelled by you and no support was provided by CS team. Could not celebrate :-(
 
 Order ID - 46542807310",0,FALSE,seansiddiqui,114,"248,186,166"
7/18/2019 18:19,0,0,6,"@SwiggyCares @swiggy_in This z nt frst time whn u ppl r spoiling my dnr.. Keep ur 25/- compensation coupon with u nd trust me if u wl cntnu these stuffs.. No one will stay with Swiggy..
 Rcvd stale food and smelly gulab jamun.. Shrm kro yaro.. Insano ka kh",0,FALSE,Sharad86860674,115,"1,080,010,000,000,000,000"
7/18/2019 18:16,0,1170,2973,@SwiggyCares Really frustrating response times. You guys ought to scale up efforts in this area.,0,FALSE,neerajhirani,116,"76,895,457"
7/18/2019 18:15,0,67,121,@swiggy_in Kala dhaba Chandigarh has taken rs 20 extra for disposal as I mention while placing my order and says that we are giving commission to swiggy and there is no much benefit to do business with them kindly blacklist the hotel,0,FALSE,ashi6897,117,"215,542,877"
7/18/2019 18:15,2,16,388,@SwiggyCares @saurabh Great work @SwiggyCares this is what we call gender equality in real term ..,0,FALSE,imchhavik,118,"802,824,000,000,000,000"
7/18/2019 18:13,1,282,749,"Ordered food from Chakum Chukum via https://t.co/kzrnL2gIRl @swiggy_in, it was foul smelling &amp; not eatable that too in a weather like #bangalore !! what kind of partners @WeAreSwiggy have? N no checks by hotel ppl.. #bengalifood #rolls https://t.co/1fydwPex9I",0,FALSE,sid0074u,119,"35,711,948"
7/18/2019 18:11,0,32,287,Swiggy Sucks Swiggy Fuck Off Mera Bhi Ek Baar Khaana Nhi Aaya Tha @swiggy_in https://t.co/J99W6JyZ3B,0,FALSE,sexcessfulguy,120,"833,336,000,000,000,000"
7/18/2019 18:06,0,6,194,@NindaTurtles @desimojito @swiggy_in Don't get that thug fired mofo.,0,FALSE,Shreyasgtx25011,121,"779,845,000,000,000,000"
7/18/2019 18:06,0,9,77,"@ZomatoIN
  order no - 1525444332
 Very horrible experience from zomato.
 The Rider was not wearing uniform &amp; didn't have id .When i complained. He started abusing &amp; i realized he is drunk &amp; now he is calling me to abuse me. Seriously looking a",0,FALSE,ankur7892,122,"443,530,228"
7/18/2019 18:05,1,31,430,@SwiggyCares and @Uber_India @Olacabs please help our champ #SupportSwathi run a campaign and help her https://t.co/Y6KJYAuIqj,3,FALSE,AmarnathGowtham,123,"875,359,000,000,000,000"
7/18/2019 18:05,0,37,212,"@swiggy_in @SwiggyCares 
 In December I register a issue with swiggy about wrong gst 
 And you took action on it
 Now same had happened again with same restaurant but other branch
 Check dm",0,FALSE,Isnitishkumar,124,"1,264,414,688"
7/18/2019 18:04,0,320,652,@swiggy_in @ZomatoIN jaunpur city me aa gaya tum kb aaoge @swiggy_in,0,FALSE,prateek_tiware,125,"517,266,307"
7/18/2019 18:03,0,0,0,@SwiggyCares @SwiggyCares Please check the message have sent multiple messages.,0,FALSE,Yash78600509,126,"1,132,530,000,000,000,000"
7/18/2019 18:02,0,82,219,@SwiggyCares Automated response doesn't do it ... U gotta play the game ...ðŸ˜ðŸ˜†,0,FALSE,syamantak1,127,"61,959,419"
7/18/2019 17:59,0,241,300,"Donâ€™t ever order #icecreams from @swiggy_in because they will not deliver icecream instead they will deliver melted icecreams....
 #ChooseWisely #delivery",0,FALSE,LadakSajid,128,"1,682,610,984"
7/18/2019 17:59,0,215,381,"@SwiggyCares food came stale and when I complain in app your executive told me""sorry"" that's your reply? Order id - 46545261337 https://t.co/EnmQ39qddL",0,FALSE,DrChauhanKS,129,"116,243,437"
7/18/2019 17:58,0,82,219,@SwiggyCares Everything in open ... No DM ...ðŸ˜... Let's do it ...,0,FALSE,syamantak1,130,"61,959,419"
7/18/2019 17:57,0,1,29,@swiggy_in worthless service...no one should order from swiggy...I made an order for guests..made necessary payments...but swiggy cancelled my order and charged me cancellation charge...good way of earning in unethical manner.. https://t.co/sQp47ejy24,0,FALSE,soumyasm18,131,"890,887,000,000,000,000"
7/18/2019 17:57,0,82,219,@SwiggyCares Tell me u haven't ...,0,FALSE,syamantak1,132,"61,959,419"
7/18/2019 17:56,1,5,42,"@Uber_Support I ordered at 10:30pm it's been one haur, I didn't get my order yet. And yeah I don't have patience..I have ordered from @swiggy_in . So don't need to appricate.",0,FALSE,STripathi_,133,"963,493,000,000,000,000"
7/18/2019 17:56,0,82,219,@SwiggyCares U have been cheating Ur customers ...,0,FALSE,syamantak1,134,"61,959,419"
